id;year;state;office;candidate;candidatevotes;totalvotes;party_simplified
1;1976;ALABAMA;US PRESIDENT;CARTER, JIMMY;659170;1182850;DEMOCRAT
2;1976;ALABAMA;US PRESIDENT;FORD, GERALD;504070;1182850;REPUBLICAN
3;1976;ALABAMA;US PRESIDENT;MADDOX, LESTER;9198;1182850;OTHER
4;1976;ALABAMA;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";6669;1182850;OTHER
5;1976;ALABAMA;US PRESIDENT;HALL, GUS;1954;1182850;OTHER
6;1976;ALABAMA;US PRESIDENT;MACBRIDE, ROGER;1481;1182850;LIBERTARIAN
7;1976;ALABAMA;US PRESIDENT;;308;1182850;OTHER
8;1976;ALASKA;US PRESIDENT;FORD, GERALD;71555;123574;REPUBLICAN
9;1976;ALASKA;US PRESIDENT;CARTER, JIMMY;44058;123574;DEMOCRAT
10;1976;ALASKA;US PRESIDENT;MACBRIDE, ROGER;6785;123574;LIBERTARIAN
11;1976;ALASKA;US PRESIDENT;;1176;123574;OTHER
12;1976;ARIZONA;US PRESIDENT;FORD, GERALD;418642;742719;REPUBLICAN
13;1976;ARIZONA;US PRESIDENT;CARTER, JIMMY;295602;742719;DEMOCRAT
14;1976;ARIZONA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";19229;742719;OTHER
15;1976;ARIZONA;US PRESIDENT;MACBRIDE, ROGER;7647;742719;LIBERTARIAN
16;1976;ARIZONA;US PRESIDENT;CAMEJO, PETER;928;742719;OTHER
17;1976;ARIZONA;US PRESIDENT;ANDERSON, THOMAS J.;564;742719;OTHER
18;1976;ARIZONA;US PRESIDENT;MADDOX, LESTER;85;742719;OTHER
19;1976;ARIZONA;US PRESIDENT;;22;742719;OTHER
20;1976;ARKANSAS;US PRESIDENT;CARTER, JIMMY;498604;767535;DEMOCRAT
21;1976;ARKANSAS;US PRESIDENT;FORD, GERALD;267903;767535;REPUBLICAN
22;1976;ARKANSAS;US PRESIDENT;;639;767535;OTHER
23;1976;ARKANSAS;US PRESIDENT;MADDOX, LESTER;389;767535;OTHER
24;1976;CALIFORNIA;US PRESIDENT;FORD, GERALD;3882244;7803770;REPUBLICAN
25;1976;CALIFORNIA;US PRESIDENT;CARTER, JIMMY;3742284;7803770;DEMOCRAT
26;1976;CALIFORNIA;US PRESIDENT;MACBRIDE, ROGER;56388;7803770;OTHER
27;1976;CALIFORNIA;US PRESIDENT;MADDOX, LESTER;51098;7803770;OTHER
28;1976;CALIFORNIA;US PRESIDENT;WRIGHT, MARGARET;41731;7803770;OTHER
29;1976;CALIFORNIA;US PRESIDENT;CAMEJO, PETER;17259;7803770;OTHER
30;1976;CALIFORNIA;US PRESIDENT;HALL, GUS;12766;7803770;OTHER
31;1976;COLORADO;US PRESIDENT;FORD, GERALD;584278;1081440;REPUBLICAN
32;1976;COLORADO;US PRESIDENT;CARTER, JIMMY;460801;1081440;DEMOCRAT
33;1976;COLORADO;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";26047;1081440;OTHER
34;1976;COLORADO;US PRESIDENT;MACBRIDE, ROGER;5338;1081440;LIBERTARIAN
35;1976;COLORADO;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";2886;1081440;OTHER
36;1976;COLORADO;US PRESIDENT;CAMEJO, PETER;1122;1081440;OTHER
37;1976;COLORADO;US PRESIDENT;LAROUCHE, LYNDON, JR.;565;1081440;OTHER
38;1976;COLORADO;US PRESIDENT;HALL, GUS;403;1081440;OTHER
39;1976;CONNECTICUT;US PRESIDENT;FORD, GERALD;719261;1386355;REPUBLICAN
40;1976;CONNECTICUT;US PRESIDENT;CARTER, JIMMY;647895;1386355;DEMOCRAT
41;1976;CONNECTICUT;US PRESIDENT;SCATTERING;10309;1386355;OTHER
42;1976;CONNECTICUT;US PRESIDENT;MADDOX, LESTER;7101;1386355;OTHER
43;1976;CONNECTICUT;US PRESIDENT;LAROUCHE, LYNDON, JR.;1789;1386355;OTHER
44;1976;DELAWARE;US PRESIDENT;CARTER, JIMMY;122461;235642;DEMOCRAT
45;1976;DELAWARE;US PRESIDENT;FORD, GERALD;109780;235642;REPUBLICAN
46;1976;DELAWARE;US PRESIDENT;;2432;235642;OTHER
47;1976;DELAWARE;US PRESIDENT;ANDERSON, THOMAS J.;645;235642;OTHER
48;1976;DELAWARE;US PRESIDENT;LAROUCHE, LYNDON, JR.;135;235642;OTHER
49;1976;DELAWARE;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";103;235642;OTHER
50;1976;DELAWARE;US PRESIDENT;;86;235642;OTHER
51;1976;DISTRICT OF COLUMBIA;US PRESIDENT;CARTER, JIMMY;137818;168830;DEMOCRAT
52;1976;DISTRICT OF COLUMBIA;US PRESIDENT;FORD, GERALD;27873;168830;REPUBLICAN
53;1976;DISTRICT OF COLUMBIA;US PRESIDENT;OTHER;1656;168830;OTHER
54;1976;DISTRICT OF COLUMBIA;US PRESIDENT;;1195;168830;OTHER
55;1976;DISTRICT OF COLUMBIA;US PRESIDENT;;288;168830;OTHER
56;1976;FLORIDA;US PRESIDENT;CARTER, JIMMY;1636000;3150631;DEMOCRAT
57;1976;FLORIDA;US PRESIDENT;FORD, GERALD;1469531;3150631;REPUBLICAN
58;1976;FLORIDA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";23643;3150631;OTHER
59;1976;FLORIDA;US PRESIDENT;ANDERSON, THOMAS J.;21325;3150631;OTHER
60;1976;FLORIDA;US PRESIDENT;;132;3150631;OTHER
61;1976;GEORGIA;US PRESIDENT;CARTER, JIMMY;979409;1463152;DEMOCRAT
62;1976;GEORGIA;US PRESIDENT;FORD, GERALD;483743;1463152;REPUBLICAN
63;1976;HAWAII;US PRESIDENT;CARTER, JIMMY;147375;291301;DEMOCRAT
64;1976;HAWAII;US PRESIDENT;FORD, GERALD;140003;291301;REPUBLICAN
65;1976;HAWAII;US PRESIDENT;MACBRIDE, ROGER;3923;291301;LIBERTARIAN
66;1976;IDAHO;US PRESIDENT;FORD, GERALD;204151;340932;REPUBLICAN
67;1976;IDAHO;US PRESIDENT;CARTER, JIMMY;126549;340932;DEMOCRAT
68;1976;IDAHO;US PRESIDENT;MADDOX, LESTER;5935;340932;OTHER
69;1976;IDAHO;US PRESIDENT;MACBRIDE, ROGER;3558;340932;LIBERTARIAN
70;1976;IDAHO;US PRESIDENT;LAROUCHE, LYNDON, JR.;739;340932;OTHER
71;1976;ILLINOIS;US PRESIDENT;FORD, GERALD;2364269;4721282;REPUBLICAN
72;1976;ILLINOIS;US PRESIDENT;CARTER, JIMMY;2271295;4721282;DEMOCRAT
73;1976;ILLINOIS;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";55939;4721282;OTHER
74;1976;ILLINOIS;US PRESIDENT;HALL, GUS;9250;4721282;OTHER
75;1976;ILLINOIS;US PRESIDENT;MACBRIDE, ROGER;8057;4721282;LIBERTARIAN
76;1976;ILLINOIS;US PRESIDENT;;4417;4721282;OTHER
77;1976;ILLINOIS;US PRESIDENT;CAMEJO, PETER;3615;4721282;OTHER
78;1976;ILLINOIS;US PRESIDENT;"JULIUS """"JULES"""", LEVIN";2422;4721282;OTHER
79;1976;ILLINOIS;US PRESIDENT;LAROUCHE, LYNDON, JR.;2018;4721282;OTHER
80;1976;INDIANA;US PRESIDENT;FORD, GERALD;1183958;2220362;REPUBLICAN
81;1976;INDIANA;US PRESIDENT;CARTER, JIMMY;1014714;2220362;DEMOCRAT
82;1976;INDIANA;US PRESIDENT;ANDERSON, THOMAS J.;14048;2220362;OTHER
83;1976;INDIANA;US PRESIDENT;CAMEJO, PETER;5695;2220362;OTHER
84;1976;INDIANA;US PRESIDENT;LAROUCHE, LYNDON, JR.;1947;2220362;OTHER
85;1976;IOWA;US PRESIDENT;FORD, GERALD;632864;1279303;REPUBLICAN
86;1976;IOWA;US PRESIDENT;CARTER, JIMMY;619931;1279303;DEMOCRAT
87;1976;IOWA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";20057;1279303;OTHER
88;1976;IOWA;US PRESIDENT;ANDERSON, THOMAS J.;3041;1279303;OTHER
89;1976;IOWA;US PRESIDENT;MACBRIDE, ROGER;1454;1279303;LIBERTARIAN
90;1976;IOWA;US PRESIDENT;HALL, GUS;551;1279303;OTHER
91;1976;IOWA;US PRESIDENT;SCATTERING;509;1279303;OTHER
92;1976;IOWA;US PRESIDENT;CAMEJO, PETER;262;1279303;OTHER
93;1976;IOWA;US PRESIDENT;LAROUCHE, LYNDON, JR.;241;1279303;OTHER
94;1976;IOWA;US PRESIDENT;ZEIDLER, FRANK;233;1279303;OTHER
95;1976;IOWA;US PRESIDENT;"JULIUS """"JULES"""", LEVIN";160;1279303;OTHER
96;1976;KANSAS;US PRESIDENT;FORD, GERALD;502752;957845;REPUBLICAN
97;1976;KANSAS;US PRESIDENT;CARTER, JIMMY;430421;957845;DEMOCRAT
98;1976;KANSAS;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";13185;957845;OTHER
99;1976;KANSAS;US PRESIDENT;ANDERSON, THOMAS J.;4724;957845;OTHER
100;1976;KANSAS;US PRESIDENT;MACBRIDE, ROGER;3242;957845;OTHER
101;1976;KANSAS;US PRESIDENT;MADDOX, LESTER;2118;957845;OTHER
102;1976;KANSAS;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";1403;957845;OTHER
103;1976;KENTUCKY;US PRESIDENT;CARTER, JIMMY;615717;1167142;DEMOCRAT
104;1976;KENTUCKY;US PRESIDENT;FORD, GERALD;531852;1167142;REPUBLICAN
105;1976;KENTUCKY;US PRESIDENT;ANDERSON, THOMAS J.;8308;1167142;OTHER
106;1976;KENTUCKY;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";6837;1167142;OTHER
107;1976;KENTUCKY;US PRESIDENT;MADDOX, LESTER;2328;1167142;OTHER
108;1976;KENTUCKY;US PRESIDENT;MACBRIDE, ROGER;814;1167142;LIBERTARIAN
109;1976;KENTUCKY;US PRESIDENT;LAROUCHE, LYNDON, JR.;510;1167142;OTHER
110;1976;KENTUCKY;US PRESIDENT;HALL, GUS;426;1167142;OTHER
111;1976;KENTUCKY;US PRESIDENT;CAMEJO, PETER;350;1167142;OTHER
112;1976;LOUISIANA;US PRESIDENT;CARTER, JIMMY;661365;1277383;DEMOCRAT
113;1976;LOUISIANA;US PRESIDENT;FORD, GERALD;587446;1277383;REPUBLICAN
114;1976;LOUISIANA;US PRESIDENT;MADDOX, LESTER;10058;1277383;OTHER
115;1976;LOUISIANA;US PRESIDENT;HALL, GUS;7417;1277383;OTHER
116;1976;LOUISIANA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";6490;1277383;OTHER
117;1976;LOUISIANA;US PRESIDENT;MACBRIDE, ROGER;3134;1277383;LIBERTARIAN
118;1976;LOUISIANA;US PRESIDENT;CAMEJO, PETER;1473;1277383;OTHER
119;1976;MAINE;US PRESIDENT;FORD, GERALD;236320;482968;REPUBLICAN
120;1976;MAINE;US PRESIDENT;CARTER, JIMMY;232279;482968;DEMOCRAT
121;1976;MAINE;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";10874;482968;OTHER
122;1976;MAINE;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";3495;482968;OTHER
123;1976;MARYLAND;US PRESIDENT;CARTER, JIMMY;759612;1432273;DEMOCRAT
124;1976;MARYLAND;US PRESIDENT;FORD, GERALD;672661;1432273;REPUBLICAN
125;1976;MASSACHUSETTS;US PRESIDENT;CARTER, JIMMY;1429475;2547558;DEMOCRAT
126;1976;MASSACHUSETTS;US PRESIDENT;FORD, GERALD;1030276;2547558;REPUBLICAN
127;1976;MASSACHUSETTS;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";65637;2547558;OTHER
128;1976;MASSACHUSETTS;US PRESIDENT;CAMEJO, PETER;8138;2547558;OTHER
129;1976;MASSACHUSETTS;US PRESIDENT;ANDERSON, THOMAS J.;7555;2547558;OTHER
130;1976;MASSACHUSETTS;US PRESIDENT;LAROUCHE, LYNDON, JR.;4922;2547558;OTHER
131;1976;MASSACHUSETTS;US PRESIDENT;SCATTERING;1401;2547558;OTHER
132;1976;MASSACHUSETTS;US PRESIDENT;MACBRIDE, ROGER;135;2547558;LIBERTARIAN
133;1976;MASSACHUSETTS;US PRESIDENT;"JULIUS """"JULES"""", LEVIN";19;2547558;OTHER
134;1976;MICHIGAN;US PRESIDENT;FORD, GERALD;1893742;3651590;REPUBLICAN
135;1976;MICHIGAN;US PRESIDENT;CARTER, JIMMY;1696714;3651590;DEMOCRAT
136;1976;MICHIGAN;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";47905;3651590;OTHER
137;1976;MICHIGAN;US PRESIDENT;MACBRIDE, ROGER;5407;3651590;LIBERTARIAN
138;1976;MICHIGAN;US PRESIDENT;WRIGHT, MARGARET;3504;3651590;OTHER
139;1976;MICHIGAN;US PRESIDENT;CAMEJO, PETER;1804;3651590;OTHER
140;1976;MICHIGAN;US PRESIDENT;LAROUCHE, LYNDON, JR.;1366;3651590;OTHER
141;1976;MICHIGAN;US PRESIDENT;"JULIUS """"JULES"""", LEVIN";1148;3651590;OTHER
142;1976;MINNESOTA;US PRESIDENT;CARTER, JIMMY;1070440;1949931;DEMOCRAT
143;1976;MINNESOTA;US PRESIDENT;FORD, GERALD;819395;1949931;REPUBLICAN
144;1976;MINNESOTA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";35490;1949931;OTHER
145;1976;MINNESOTA;US PRESIDENT;ANDERSON, THOMAS J.;13592;1949931;OTHER
146;1976;MINNESOTA;US PRESIDENT;CAMEJO, PETER;4149;1949931;OTHER
147;1976;MINNESOTA;US PRESIDENT;MACBRIDE, ROGER;3529;1949931;LIBERTARIAN
148;1976;MINNESOTA;US PRESIDENT;HALL, GUS;1092;1949931;OTHER
149;1976;MINNESOTA;US PRESIDENT;WRIGHT, MARGARET;635;1949931;OTHER
150;1976;MINNESOTA;US PRESIDENT;LAROUCHE, LYNDON, JR.;543;1949931;OTHER
151;1976;MINNESOTA;US PRESIDENT;"JULIUS """"JULES"""", LEVIN";370;1949931;OTHER
152;1976;MINNESOTA;US PRESIDENT;ZEIDLER, FRANK;354;1949931;OTHER
153;1976;MINNESOTA;US PRESIDENT;;342;1949931;OTHER
154;1976;MISSISSIPPI;US PRESIDENT;CARTER, JIMMY;381329;768390;DEMOCRAT
155;1976;MISSISSIPPI;US PRESIDENT;FORD, GERALD;366846;768390;REPUBLICAN
156;1976;MISSISSIPPI;US PRESIDENT;ANDERSON, THOMAS J.;6678;768390;OTHER
157;1976;MISSISSIPPI;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";4074;768390;OTHER
158;1976;MISSISSIPPI;US PRESIDENT;MADDOX, LESTER;4049;768390;OTHER
159;1976;MISSISSIPPI;US PRESIDENT;CAMEJO, PETER;2805;768390;OTHER
160;1976;MISSISSIPPI;US PRESIDENT;MACBRIDE, ROGER;2609;768390;LIBERTARIAN
161;1976;MISSOURI;US PRESIDENT;CARTER, JIMMY;998387;1953600;DEMOCRAT
162;1976;MISSOURI;US PRESIDENT;FORD, GERALD;927443;1953600;REPUBLICAN
163;1976;MISSOURI;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";24029;1953600;OTHER
164;1976;MISSOURI;US PRESIDENT;OTHER;3741;1953600;OTHER
165;1976;MONTANA;US PRESIDENT;FORD, GERALD;173703;328734;REPUBLICAN
166;1976;MONTANA;US PRESIDENT;CARTER, JIMMY;149259;328734;DEMOCRAT
167;1976;MONTANA;US PRESIDENT;ANDERSON, THOMAS J.;5772;328734;OTHER
168;1976;NEBRASKA;US PRESIDENT;FORD, GERALD;359219;606749;REPUBLICAN
169;1976;NEBRASKA;US PRESIDENT;CARTER, JIMMY;233293;606749;DEMOCRAT
170;1976;NEBRASKA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";9383;606749;OTHER
171;1976;NEBRASKA;US PRESIDENT;MADDOX, LESTER;3378;606749;OTHER
172;1976;NEBRASKA;US PRESIDENT;MACBRIDE, ROGER;1476;606749;LIBERTARIAN
173;1976;NEVADA;US PRESIDENT;FORD, GERALD;101273;201876;REPUBLICAN
174;1976;NEVADA;US PRESIDENT;CARTER, JIMMY;92479;201876;DEMOCRAT
175;1976;NEVADA;US PRESIDENT;OTHER;5108;201876;OTHER
176;1976;NEVADA;US PRESIDENT;MACBRIDE, ROGER;1519;201876;LIBERTARIAN
177;1976;NEVADA;US PRESIDENT;MADDOX, LESTER;1497;201876;OTHER
178;1976;NEW HAMPSHIRE;US PRESIDENT;FORD, GERALD;185935;339627;REPUBLICAN
179;1976;NEW HAMPSHIRE;US PRESIDENT;CARTER, JIMMY;147645;339627;DEMOCRAT
180;1976;NEW HAMPSHIRE;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";4095;339627;OTHER
181;1976;NEW HAMPSHIRE;US PRESIDENT;MACBRIDE, ROGER;936;339627;LIBERTARIAN
182;1976;NEW HAMPSHIRE;US PRESIDENT;SCATTERING;603;339627;OTHER
183;1976;NEW HAMPSHIRE;US PRESIDENT;LAROUCHE, LYNDON, JR.;186;339627;OTHER
184;1976;NEW HAMPSHIRE;US PRESIDENT;CAMEJO, PETER;161;339627;OTHER
185;1976;NEW HAMPSHIRE;US PRESIDENT;"JULIUS """"JULES"""", LEVIN";66;339627;OTHER
186;1976;NEW JERSEY;US PRESIDENT;FORD, GERALD;1509688;3014472;REPUBLICAN
187;1976;NEW JERSEY;US PRESIDENT;CARTER, JIMMY;1444653;3014472;DEMOCRAT
188;1976;NEW JERSEY;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";32717;3014472;OTHER
189;1976;NEW JERSEY;US PRESIDENT;MACBRIDE, ROGER;9449;3014472;LIBERTARIAN
190;1976;NEW JERSEY;US PRESIDENT;MADDOX, LESTER;7716;3014472;OTHER
191;1976;NEW JERSEY;US PRESIDENT;"JULIUS """"JULES"""", LEVIN";3686;3014472;OTHER
192;1976;NEW JERSEY;US PRESIDENT;HALL, GUS;1662;3014472;OTHER
193;1976;NEW JERSEY;US PRESIDENT;LAROUCHE, LYNDON, JR.;1650;3014472;OTHER
194;1976;NEW JERSEY;US PRESIDENT;CAMEJO, PETER;1184;3014472;OTHER
195;1976;NEW JERSEY;US PRESIDENT;WRIGHT, MARGARET;1044;3014472;OTHER
196;1976;NEW JERSEY;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";554;3014472;OTHER
197;1976;NEW JERSEY;US PRESIDENT;ZEIDLER, FRANK;469;3014472;OTHER
198;1976;NEW MEXICO;US PRESIDENT;FORD, GERALD;211419;416590;REPUBLICAN
199;1976;NEW MEXICO;US PRESIDENT;CARTER, JIMMY;201148;416590;DEMOCRAT
200;1976;NEW MEXICO;US PRESIDENT;CAMEJO, PETER;2462;416590;OTHER
201;1976;NEW MEXICO;US PRESIDENT;MACBRIDE, ROGER;1110;416590;LIBERTARIAN
202;1976;NEW MEXICO;US PRESIDENT;ZEIDLER, FRANK;240;416590;OTHER
203;1976;NEW MEXICO;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";211;416590;OTHER
204;1976;NEW YORK;US PRESIDENT;CARTER, JIMMY;3244165;6668262;DEMOCRAT
205;1976;NEW YORK;US PRESIDENT;FORD, GERALD;2825913;6668262;REPUBLICAN
206;1976;NEW YORK;US PRESIDENT;FORD, GERALD;274878;6668262;OTHER
207;1976;NEW YORK;US PRESIDENT;CARTER, JIMMY;145393;6668262;OTHER
208;1976;NEW YORK;US PRESIDENT;OTHER;143037;6668262;OTHER
209;1976;NEW YORK;US PRESIDENT;MACBRIDE, ROGER;12197;6668262;OTHER
210;1976;NEW YORK;US PRESIDENT;HALL, GUS;10270;6668262;OTHER
211;1976;NEW YORK;US PRESIDENT;CAMEJO, PETER;6996;6668262;OTHER
212;1976;NEW YORK;US PRESIDENT;LAROUCHE, LYNDON, JR.;5413;6668262;OTHER
213;1976;NORTH CAROLINA;US PRESIDENT;CARTER, JIMMY;927365;1677906;DEMOCRAT
214;1976;NORTH CAROLINA;US PRESIDENT;FORD, GERALD;741960;1677906;REPUBLICAN
215;1976;NORTH CAROLINA;US PRESIDENT;ANDERSON, THOMAS J.;5607;1677906;OTHER
216;1976;NORTH CAROLINA;US PRESIDENT;MACBRIDE, ROGER;2219;1677906;LIBERTARIAN
217;1976;NORTH CAROLINA;US PRESIDENT;LAROUCHE, LYNDON, JR.;755;1677906;OTHER
218;1976;NORTH DAKOTA;US PRESIDENT;FORD, GERALD;153684;297308;REPUBLICAN
219;1976;NORTH DAKOTA;US PRESIDENT;CARTER, JIMMY;136078;297308;DEMOCRAT
220;1976;NORTH DAKOTA;US PRESIDENT;ANDERSON, THOMAS J.;3698;297308;OTHER
221;1976;NORTH DAKOTA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";2952;297308;OTHER
222;1976;NORTH DAKOTA;US PRESIDENT;MADDOX, LESTER;269;297308;OTHER
223;1976;NORTH DAKOTA;US PRESIDENT;MACBRIDE, ROGER;256;297308;LIBERTARIAN
224;1976;NORTH DAKOTA;US PRESIDENT;LAROUCHE, LYNDON, JR.;142;297308;OTHER
225;1976;NORTH DAKOTA;US PRESIDENT;HALL, GUS;85;297308;OTHER
226;1976;NORTH DAKOTA;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";63;297308;OTHER
227;1976;NORTH DAKOTA;US PRESIDENT;CAMEJO, PETER;43;297308;OTHER
228;1976;NORTH DAKOTA;US PRESIDENT;ZEIDLER, FRANK;38;297308;OTHER
229;1976;OHIO;US PRESIDENT;CARTER, JIMMY;2009959;4110456;DEMOCRAT
230;1976;OHIO;US PRESIDENT;FORD, GERALD;2000626;4110456;REPUBLICAN
231;1976;OHIO;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";58267;4110456;OTHER
232;1976;OHIO;US PRESIDENT;MADDOX, LESTER;15508;4110456;OTHER
233;1976;OHIO;US PRESIDENT;MACBRIDE, ROGER;8952;4110456;LIBERTARIAN
234;1976;OHIO;US PRESIDENT;HALL, GUS;7817;4110456;OTHER
235;1976;OHIO;US PRESIDENT;CAMEJO, PETER;4833;4110456;OTHER
236;1976;OHIO;US PRESIDENT;LAROUCHE, LYNDON, JR.;4364;4110456;OTHER
237;1976;OHIO;US PRESIDENT;"JULIUS """"JULES"""", LEVIN";68;4110456;OTHER
238;1976;OHIO;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";62;4110456;OTHER
239;1976;OKLAHOMA;US PRESIDENT;FORD, GERALD;545708;1092251;REPUBLICAN
240;1976;OKLAHOMA;US PRESIDENT;CARTER, JIMMY;532442;1092251;DEMOCRAT
241;1976;OKLAHOMA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";14101;1092251;OTHER
242;1976;OREGON;US PRESIDENT;FORD, GERALD;492120;1029876;REPUBLICAN
243;1976;OREGON;US PRESIDENT;CARTER, JIMMY;490407;1029876;DEMOCRAT
244;1976;OREGON;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";40207;1029876;OTHER
245;1976;OREGON;US PRESIDENT;;6107;1029876;OTHER
246;1976;OREGON;US PRESIDENT;ANDERSON, THOMAS J.;1035;1029876;OTHER
247;1976;PENNSYLVANIA;US PRESIDENT;CARTER, JIMMY;2328677;4620787;DEMOCRAT
248;1976;PENNSYLVANIA;US PRESIDENT;FORD, GERALD;2205604;4620787;REPUBLICAN
249;1976;PENNSYLVANIA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";50584;4620787;OTHER
250;1976;PENNSYLVANIA;US PRESIDENT;MADDOX, LESTER;25344;4620787;OTHER
251;1976;PENNSYLVANIA;US PRESIDENT;CAMEJO, PETER;3009;4620787;OTHER
252;1976;PENNSYLVANIA;US PRESIDENT;OTHER;2934;4620787;OTHER
253;1976;PENNSYLVANIA;US PRESIDENT;LAROUCHE, LYNDON, JR.;2744;4620787;OTHER
254;1976;PENNSYLVANIA;US PRESIDENT;HALL, GUS;1891;4620787;OTHER
255;1976;RHODE ISLAND;US PRESIDENT;CARTER, JIMMY;227636;410584;DEMOCRAT
256;1976;RHODE ISLAND;US PRESIDENT;FORD, GERALD;181249;410584;REPUBLICAN
257;1976;RHODE ISLAND;US PRESIDENT;MACBRIDE, ROGER;715;410584;LIBERTARIAN
258;1976;RHODE ISLAND;US PRESIDENT;CAMEJO, PETER;462;410584;OTHER
259;1976;RHODE ISLAND;US PRESIDENT;HALL, GUS;334;410584;OTHER
260;1976;RHODE ISLAND;US PRESIDENT;"JULIUS """"JULES"""", LEVIN";188;410584;OTHER
261;1976;SOUTH CAROLINA;US PRESIDENT;CARTER, JIMMY;450807;802583;DEMOCRAT
262;1976;SOUTH CAROLINA;US PRESIDENT;FORD, GERALD;346149;802583;REPUBLICAN
263;1976;SOUTH CAROLINA;US PRESIDENT;ANDERSON, THOMAS J.;2996;802583;OTHER
264;1976;SOUTH CAROLINA;US PRESIDENT;MADDOX, LESTER;1950;802583;OTHER
265;1976;SOUTH CAROLINA;US PRESIDENT;;681;802583;OTHER
266;1976;SOUTH DAKOTA;US PRESIDENT;FORD, GERALD;151505;300678;REPUBLICAN
267;1976;SOUTH DAKOTA;US PRESIDENT;CARTER, JIMMY;147068;300678;DEMOCRAT
268;1976;SOUTH DAKOTA;US PRESIDENT;MACBRIDE, ROGER;1619;300678;LIBERTARIAN
269;1976;SOUTH DAKOTA;US PRESIDENT;HALL, GUS;318;300678;OTHER
270;1976;SOUTH DAKOTA;US PRESIDENT;CAMEJO, PETER;168;300678;OTHER
271;1976;TENNESSEE;US PRESIDENT;CARTER, JIMMY;825879;1476346;DEMOCRAT
272;1976;TENNESSEE;US PRESIDENT;FORD, GERALD;633969;1476346;REPUBLICAN
273;1976;TENNESSEE;US PRESIDENT;ANDERSON, THOMAS J.;5769;1476346;OTHER
274;1976;TENNESSEE;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";5004;1476346;OTHER
275;1976;TENNESSEE;US PRESIDENT;MADDOX, LESTER;2303;1476346;OTHER
276;1976;TENNESSEE;US PRESIDENT;MACBRIDE, ROGER;1375;1476346;OTHER
277;1976;TENNESSEE;US PRESIDENT;HALL, GUS;547;1476346;OTHER
278;1976;TENNESSEE;US PRESIDENT;LAROUCHE, LYNDON, JR.;512;1476346;OTHER
279;1976;TENNESSEE;US PRESIDENT;"BUBAR, BENJAMIN """"BEN""""";442;1476346;OTHER
280;1976;TENNESSEE;US PRESIDENT;;316;1476346;OTHER
281;1976;TENNESSEE;US PRESIDENT;;230;1476346;OTHER
282;1976;TEXAS;US PRESIDENT;CARTER, JIMMY;2082319;4071884;DEMOCRAT
283;1976;TEXAS;US PRESIDENT;FORD, GERALD;1953300;4071884;REPUBLICAN
284;1976;TEXAS;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";20118;4071884;OTHER
285;1976;TEXAS;US PRESIDENT;ANDERSON, THOMAS J.;11442;4071884;OTHER
286;1976;TEXAS;US PRESIDENT;;2982;4071884;OTHER
287;1976;TEXAS;US PRESIDENT;CAMEJO, PETER;1723;4071884;OTHER
288;1976;UTAH;US PRESIDENT;FORD, GERALD;337908;541218;REPUBLICAN
289;1976;UTAH;US PRESIDENT;CARTER, JIMMY;182110;541218;DEMOCRAT
290;1976;UTAH;US PRESIDENT;ANDERSON, THOMAS J.;13304;541218;OTHER
291;1976;UTAH;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";3907;541218;OTHER
292;1976;UTAH;US PRESIDENT;MACBRIDE, ROGER;2438;541218;OTHER
293;1976;UTAH;US PRESIDENT;MADDOX, LESTER;1162;541218;OTHER
