id;year;state;office;candidate;candidatevotes;totalvotes;party_simplified
1088;1988;IDAHO;US PRESIDENT;"PAUL, RONALD """"RON""""";5313;408968;LIBERTARIAN
1089;1988;IDAHO;US PRESIDENT;FULANI, LENORA;2502;408968;OTHER
1090;1988;ILLINOIS;US PRESIDENT;BUSH, GEORGE H.W.;2310939;4559120;REPUBLICAN
1091;1988;ILLINOIS;US PRESIDENT;DUKAKIS, MICHAEL;2215940;4559120;DEMOCRAT
1092;1988;ILLINOIS;US PRESIDENT;"PAUL, RONALD """"RON""""";14944;4559120;LIBERTARIAN
1093;1988;ILLINOIS;US PRESIDENT;FULANI, LENORA;10276;4559120;OTHER
1094;1988;ILLINOIS;US PRESIDENT;WINN, EDWARD;7021;4559120;OTHER
1095;1988;INDIANA;US PRESIDENT;BUSH, GEORGE H.W.;1297763;2168621;REPUBLICAN
1096;1988;INDIANA;US PRESIDENT;DUKAKIS, MICHAEL;860643;2168621;DEMOCRAT
1097;1988;INDIANA;US PRESIDENT;FULANI, LENORA;10215;2168621;OTHER
1098;1988;IOWA;US PRESIDENT;DUKAKIS, MICHAEL;670557;1225614;DEMOCRAT
1099;1988;IOWA;US PRESIDENT;BUSH, GEORGE H.W.;545355;1225614;REPUBLICAN
1100;1988;IOWA;US PRESIDENT;LAROUCHE, LYNDON, JR.;3526;1225614;OTHER
1101;1988;IOWA;US PRESIDENT;"PAUL, RONALD """"RON""""";2494;1225614;LIBERTARIAN
1102;1988;IOWA;US PRESIDENT;SCATTERING;1613;1225614;OTHER
1103;1988;IOWA;US PRESIDENT;DUKE, DAVID;755;1225614;OTHER
1104;1988;IOWA;US PRESIDENT;FULANI, LENORA;540;1225614;OTHER
1105;1988;IOWA;US PRESIDENT;KENOYER, WILLA;334;1225614;OTHER
1106;1988;IOWA;US PRESIDENT;WINN, EDWARD;235;1225614;OTHER
1107;1988;IOWA;US PRESIDENT;"WARREN, JAMES """"MAC""""";205;1225614;OTHER
1108;1988;KANSAS;US PRESIDENT;BUSH, GEORGE H.W.;554049;993044;REPUBLICAN
1109;1988;KANSAS;US PRESIDENT;DUKAKIS, MICHAEL;422636;993044;DEMOCRAT
1110;1988;KANSAS;US PRESIDENT;;16359;993044;OTHER
1111;1988;KENTUCKY;US PRESIDENT;BUSH, GEORGE H.W.;734281;1322517;REPUBLICAN
1112;1988;KENTUCKY;US PRESIDENT;DUKAKIS, MICHAEL;580368;1322517;DEMOCRAT
1113;1988;KENTUCKY;US PRESIDENT;DUKE, DAVID;4494;1322517;OTHER
1114;1988;KENTUCKY;US PRESIDENT;"PAUL, RONALD """"RON""""";2118;1322517;LIBERTARIAN
1115;1988;KENTUCKY;US PRESIDENT;FULANI, LENORA;1256;1322517;OTHER
1116;1988;LOUISIANA;US PRESIDENT;BUSH, GEORGE H.W.;883702;1628202;REPUBLICAN
1117;1988;LOUISIANA;US PRESIDENT;DUKAKIS, MICHAEL;717460;1628202;DEMOCRAT
1118;1988;LOUISIANA;US PRESIDENT;DUKE, DAVID;18612;1628202;OTHER
1119;1988;LOUISIANA;US PRESIDENT;"PAUL, RONALD """"RON""""";4115;1628202;LIBERTARIAN
1120;1988;LOUISIANA;US PRESIDENT;FULANI, LENORA;2355;1628202;OTHER
1121;1988;LOUISIANA;US PRESIDENT;LAROUCHE, LYNDON, JR.;1958;1628202;OTHER
1122;1988;MAINE;US PRESIDENT;BUSH, GEORGE H.W.;307131;555035;REPUBLICAN
1123;1988;MAINE;US PRESIDENT;DUKAKIS, MICHAEL;243569;555035;DEMOCRAT
1124;1988;MAINE;US PRESIDENT;"PAUL, RONALD """"RON""""";2700;555035;LIBERTARIAN
1125;1988;MAINE;US PRESIDENT;FULANI, LENORA;1405;555035;OTHER
1126;1988;MAINE;US PRESIDENT;;230;555035;OTHER
1127;1988;MARYLAND;US PRESIDENT;BUSH, GEORGE H.W.;876167;1714358;REPUBLICAN
1128;1988;MARYLAND;US PRESIDENT;DUKAKIS, MICHAEL;826304;1714358;DEMOCRAT
1129;1988;MARYLAND;US PRESIDENT;"PAUL, RONALD """"RON""""";6748;1714358;LIBERTARIAN
1130;1988;MARYLAND;US PRESIDENT;FULANI, LENORA;5115;1714358;OTHER
1131;1988;MARYLAND;US PRESIDENT;;24;1714358;OTHER
1132;1988;MASSACHUSETTS;US PRESIDENT;DUKAKIS, MICHAEL;1401415;2632801;DEMOCRAT
1133;1988;MASSACHUSETTS;US PRESIDENT;BUSH, GEORGE H.W.;1194635;2632801;REPUBLICAN
1134;1988;MASSACHUSETTS;US PRESIDENT;"PAUL, RONALD """"RON""""";24251;2632801;LIBERTARIAN
1135;1988;MASSACHUSETTS;US PRESIDENT;FULANI, LENORA;9561;2632801;OTHER
1136;1988;MASSACHUSETTS;US PRESIDENT;;2939;2632801;OTHER
1137;1988;MICHIGAN;US PRESIDENT;BUSH, GEORGE H.W.;1965486;3669163;REPUBLICAN
1138;1988;MICHIGAN;US PRESIDENT;DUKAKIS, MICHAEL;1675783;3669163;DEMOCRAT
1139;1988;MICHIGAN;US PRESIDENT;"PAUL, RONALD """"RON""""";18336;3669163;LIBERTARIAN
1140;1988;MICHIGAN;US PRESIDENT;;7600;3669163;OTHER
1141;1988;MICHIGAN;US PRESIDENT;WINN, EDWARD;1958;3669163;OTHER
1142;1988;MINNESOTA;US PRESIDENT;DUKAKIS, MICHAEL;1109471;2096790;DEMOCRAT
1143;1988;MINNESOTA;US PRESIDENT;BUSH, GEORGE H.W.;962337;2096790;REPUBLICAN
1144;1988;MINNESOTA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";5403;2096790;OTHER
1145;1988;MINNESOTA;US PRESIDENT;"PAUL, RONALD """"RON""""";5109;2096790;LIBERTARIAN
1146;1988;MINNESOTA;US PRESIDENT;;3614;2096790;OTHER
1147;1988;MINNESOTA;US PRESIDENT;"WARREN, JAMES """"MAC""""";2155;2096790;OTHER
1148;1988;MINNESOTA;US PRESIDENT;HERER, JACK;1949;2096790;OTHER
1149;1988;MINNESOTA;US PRESIDENT;FULANI, LENORA;1734;2096790;OTHER
1150;1988;MINNESOTA;US PRESIDENT;LAROUCHE, LYNDON, JR.;1702;2096790;OTHER
1151;1988;MINNESOTA;US PRESIDENT;DUKE, DAVID;1529;2096790;OTHER
1152;1988;MINNESOTA;US PRESIDENT;DENNIS, DELMAR;1298;2096790;OTHER
1153;1988;MINNESOTA;US PRESIDENT;WINN, EDWARD;489;2096790;OTHER
1154;1988;MISSISSIPPI;US PRESIDENT;BUSH, GEORGE H.W.;557890;931527;REPUBLICAN
1155;1988;MISSISSIPPI;US PRESIDENT;DUKAKIS, MICHAEL;363921;931527;DEMOCRAT
1156;1988;MISSISSIPPI;US PRESIDENT;;6387;931527;OTHER
1157;1988;MISSISSIPPI;US PRESIDENT;"PAUL, RONALD """"RON""""";3329;931527;LIBERTARIAN
1158;1988;MISSOURI;US PRESIDENT;BUSH, GEORGE H.W.;1084953;2093228;REPUBLICAN
1159;1988;MISSOURI;US PRESIDENT;DUKAKIS, MICHAEL;1001619;2093228;DEMOCRAT
1160;1988;MISSOURI;US PRESIDENT;FULANI, LENORA;6656;2093228;OTHER
1161;1988;MONTANA;US PRESIDENT;BUSH, GEORGE H.W.;190412;365674;REPUBLICAN
1162;1988;MONTANA;US PRESIDENT;DUKAKIS, MICHAEL;168936;365674;DEMOCRAT
1163;1988;MONTANA;US PRESIDENT;"PAUL, RONALD """"RON""""";5047;365674;LIBERTARIAN
1164;1988;MONTANA;US PRESIDENT;FULANI, LENORA;1279;365674;OTHER
1165;1988;NEBRASKA;US PRESIDENT;BUSH, GEORGE H.W.;397956;661465;REPUBLICAN
1166;1988;NEBRASKA;US PRESIDENT;DUKAKIS, MICHAEL;259235;661465;DEMOCRAT
1167;1988;NEBRASKA;US PRESIDENT;"PAUL, RONALD """"RON""""";2534;661465;LIBERTARIAN
1168;1988;NEBRASKA;US PRESIDENT;FULANI, LENORA;1740;661465;OTHER
1169;1988;NEVADA;US PRESIDENT;BUSH, GEORGE H.W.;206040;343133;REPUBLICAN
1170;1988;NEVADA;US PRESIDENT;DUKAKIS, MICHAEL;132738;343133;DEMOCRAT
1171;1988;NEVADA;US PRESIDENT;"PAUL, RONALD """"RON""""";3520;343133;LIBERTARIAN
1172;1988;NEVADA;US PRESIDENT;FULANI, LENORA;835;343133;OTHER
1173;1988;NEW HAMPSHIRE;US PRESIDENT;BUSH, GEORGE H.W.;281537;450525;REPUBLICAN
1174;1988;NEW HAMPSHIRE;US PRESIDENT;DUKAKIS, MICHAEL;163696;450525;DEMOCRAT
1175;1988;NEW HAMPSHIRE;US PRESIDENT;"PAUL, RONALD """"RON""""";4502;450525;LIBERTARIAN
1176;1988;NEW HAMPSHIRE;US PRESIDENT;FULANI, LENORA;790;450525;OTHER
1177;1988;NEW JERSEY;US PRESIDENT;BUSH, GEORGE H.W.;1743192;3099553;REPUBLICAN
1178;1988;NEW JERSEY;US PRESIDENT;DUKAKIS, MICHAEL;1320352;3099553;DEMOCRAT
1179;1988;NEW JERSEY;US PRESIDENT;HERBERG G., LEWIN;9953;3099553;OTHER
1180;1988;NEW JERSEY;US PRESIDENT;"PAUL, RONALD """"RON""""";8421;3099553;LIBERTARIAN
1181;1988;NEW JERSEY;US PRESIDENT;FULANI, LENORA;5139;3099553;OTHER
1182;1988;NEW JERSEY;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";3454;3099553;OTHER
1183;1988;NEW JERSEY;US PRESIDENT;KENOYER, WILLA;2587;3099553;OTHER
1184;1988;NEW JERSEY;US PRESIDENT;DUKE, DAVID;2446;3099553;OTHER
1185;1988;NEW JERSEY;US PRESIDENT;"WARREN, JAMES """"MAC""""";2298;3099553;OTHER
1186;1988;NEW JERSEY;US PRESIDENT;HOLMES, LARRY;1020;3099553;OTHER
1187;1988;NEW JERSEY;US PRESIDENT;WINN, EDWARD;691;3099553;OTHER
1188;1988;NEW MEXICO;US PRESIDENT;BUSH, GEORGE H.W.;270341;521387;REPUBLICAN
1189;1988;NEW MEXICO;US PRESIDENT;DUKAKIS, MICHAEL;244497;521387;DEMOCRAT
1190;1988;NEW MEXICO;US PRESIDENT;"PAUL, RONALD """"RON""""";3368;521387;LIBERTARIAN
1191;1988;NEW MEXICO;US PRESIDENT;FULANI, LENORA;2237;521387;OTHER
1192;1988;NEW MEXICO;US PRESIDENT;"WARREN, JAMES """"MAC""""";344;521387;OTHER
1193;1988;NEW MEXICO;US PRESIDENT;HOLMES, LARRY;258;521387;OTHER
1194;1988;NEW MEXICO;US PRESIDENT;DODGE, EARL;249;521387;OTHER
1195;1988;NEW MEXICO;US PRESIDENT;;93;521387;OTHER
1196;1988;NEW YORK;US PRESIDENT;DUKAKIS, MICHAEL;3255487;6485683;DEMOCRAT
1197;1988;NEW YORK;US PRESIDENT;BUSH, GEORGE H.W.;2838414;6485683;REPUBLICAN
1198;1988;NEW YORK;US PRESIDENT;BUSH, GEORGE H.W.;243457;6485683;OTHER
1199;1988;NEW YORK;US PRESIDENT;DUKAKIS, MICHAEL;92395;6485683;OTHER
1200;1988;NEW YORK;US PRESIDENT;MARRA, WILLIAM A.;20497;6485683;OTHER
1201;1988;NEW YORK;US PRESIDENT;FULANI, LENORA;15845;6485683;OTHER
1202;1988;NEW YORK;US PRESIDENT;"PAUL, RONALD """"RON""""";12109;6485683;LIBERTARIAN
1203;1988;NEW YORK;US PRESIDENT;HOLMES, LARRY;4179;6485683;OTHER
1204;1988;NEW YORK;US PRESIDENT;"WARREN, JAMES """"MAC""""";3287;6485683;OTHER
1205;1988;NEW YORK;US PRESIDENT;;13;6485683;OTHER
1206;1988;NORTH CAROLINA;US PRESIDENT;BUSH, GEORGE H.W.;1237258;2134370;REPUBLICAN
1207;1988;NORTH CAROLINA;US PRESIDENT;DUKAKIS, MICHAEL;890167;2134370;DEMOCRAT
1208;1988;NORTH CAROLINA;US PRESIDENT;FULANI, LENORA;5682;2134370;OTHER
1209;1988;NORTH CAROLINA;US PRESIDENT;"PAUL, RONALD """"RON""""";1263;2134370;OTHER
1210;1988;NORTH DAKOTA;US PRESIDENT;BUSH, GEORGE H.W.;166559;297261;REPUBLICAN
1211;1988;NORTH DAKOTA;US PRESIDENT;DUKAKIS, MICHAEL;127739;297261;DEMOCRAT
1212;1988;NORTH DAKOTA;US PRESIDENT;"PAUL, RONALD """"RON""""";1315;297261;LIBERTARIAN
1213;1988;NORTH DAKOTA;US PRESIDENT;LAROUCHE, LYNDON, JR.;905;297261;OTHER
1214;1988;NORTH DAKOTA;US PRESIDENT;FULANI, LENORA;396;297261;OTHER
1215;1988;NORTH DAKOTA;US PRESIDENT;"WARREN, JAMES """"MAC""""";347;297261;OTHER
1216;1988;OHIO;US PRESIDENT;BUSH, GEORGE H.W.;2416549;4393585;REPUBLICAN
1217;1988;OHIO;US PRESIDENT;DUKAKIS, MICHAEL;1939629;4393585;DEMOCRAT
1218;1988;OHIO;US PRESIDENT;FULANI, LENORA;12017;4393585;OTHER
1219;1988;OHIO;US PRESIDENT;"PAUL, RONALD """"RON""""";11926;4393585;LIBERTARIAN
1220;1988;OHIO;US PRESIDENT;;7713;4393585;OTHER
1221;1988;OHIO;US PRESIDENT;WINN, EDWARD;5401;4393585;OTHER
1222;1988;OHIO;US PRESIDENT;;350;4393585;OTHER
1223;1988;OKLAHOMA;US PRESIDENT;BUSH, GEORGE H.W.;678367;1171036;REPUBLICAN
1224;1988;OKLAHOMA;US PRESIDENT;DUKAKIS, MICHAEL;483423;1171036;DEMOCRAT
1225;1988;OKLAHOMA;US PRESIDENT;"PAUL, RONALD """"RON""""";6261;1171036;LIBERTARIAN
1226;1988;OKLAHOMA;US PRESIDENT;FULANI, LENORA;2985;1171036;OTHER
1227;1988;OREGON;US PRESIDENT;DUKAKIS, MICHAEL;616206;1201694;DEMOCRAT
1228;1988;OREGON;US PRESIDENT;BUSH, GEORGE H.W.;560126;1201694;REPUBLICAN
1229;1988;OREGON;US PRESIDENT;"PAUL, RONALD """"RON""""";14811;1201694;LIBERTARIAN
1230;1988;OREGON;US PRESIDENT;FULANI, LENORA;6487;1201694;OTHER
1231;1988;OREGON;US PRESIDENT;;4064;1201694;OTHER
1232;1988;PENNSYLVANIA;US PRESIDENT;BUSH, GEORGE H.W.;2300087;4536251;REPUBLICAN
1233;1988;PENNSYLVANIA;US PRESIDENT;DUKAKIS, MICHAEL;2194944;4536251;DEMOCRAT
1234;1988;PENNSYLVANIA;US PRESIDENT;"MCCARTHY, EUGENE """"GENE""""";19158;4536251;OTHER
1235;1988;PENNSYLVANIA;US PRESIDENT;"PAUL, RONALD """"RON""""";12051;4536251;LIBERTARIAN
1236;1988;PENNSYLVANIA;US PRESIDENT;FULANI, LENORA;4379;4536251;OTHER
1237;1988;PENNSYLVANIA;US PRESIDENT;DUKE, DAVID;3444;4536251;OTHER
1238;1988;PENNSYLVANIA;US PRESIDENT;WINN, EDWARD;2188;4536251;OTHER
1239;1988;RHODE ISLAND;US PRESIDENT;DUKAKIS, MICHAEL;225123;404622;DEMOCRAT
1240;1988;RHODE ISLAND;US PRESIDENT;BUSH, GEORGE H.W.;177761;404622;REPUBLICAN
1241;1988;RHODE ISLAND;US PRESIDENT;"PAUL, RONALD """"RON""""";825;404622;LIBERTARIAN
1242;1988;RHODE ISLAND;US PRESIDENT;FULANI, LENORA;280;404622;OTHER
1243;1988;RHODE ISLAND;US PRESIDENT;HERBERG G., LEWIN;195;404622;OTHER
1244;1988;RHODE ISLAND;US PRESIDENT;DUKE, DAVID;159;404622;OTHER
1245;1988;RHODE ISLAND;US PRESIDENT;"WARREN, JAMES """"MAC""""";130;404622;OTHER
1246;1988;RHODE ISLAND;US PRESIDENT;KENOYER, WILLA;96;404622;OTHER
1247;1988;RHODE ISLAND;US PRESIDENT;;53;404622;OTHER
1248;1988;SOUTH CAROLINA;US PRESIDENT;BUSH, GEORGE H.W.;606443;986009;REPUBLICAN
1249;1988;SOUTH CAROLINA;US PRESIDENT;DUKAKIS, MICHAEL;370554;986009;DEMOCRAT
1250;1988;SOUTH CAROLINA;US PRESIDENT;"PAUL, RONALD """"RON""""";4935;986009;LIBERTARIAN
1251;1988;SOUTH CAROLINA;US PRESIDENT;FULANI, LENORA;4077;986009;OTHER
1252;1988;SOUTH DAKOTA;US PRESIDENT;BUSH, GEORGE H.W.;165415;312991;REPUBLICAN
1253;1988;SOUTH DAKOTA;US PRESIDENT;DUKAKIS, MICHAEL;145560;312991;DEMOCRAT
1254;1988;SOUTH DAKOTA;US PRESIDENT;;2016;312991;OTHER
1255;1988;TENNESSEE;US PRESIDENT;BUSH, GEORGE H.W.;947233;1636250;REPUBLICAN
1256;1988;TENNESSEE;US PRESIDENT;DUKAKIS, MICHAEL;679794;1636250;DEMOCRAT
1257;1988;TENNESSEE;US PRESIDENT;;8938;1636250;OTHER
1258;1988;TENNESSEE;US PRESIDENT;;285;1636250;OTHER
1259;1988;TEXAS;US PRESIDENT;BUSH, GEORGE H.W.;3036829;5427410;REPUBLICAN
1260;1988;TEXAS;US PRESIDENT;DUKAKIS, MICHAEL;2352748;5427410;DEMOCRAT
1261;1988;TEXAS;US PRESIDENT;"PAUL, RONALD """"RON""""";30355;5427410;LIBERTARIAN
1262;1988;TEXAS;US PRESIDENT;FULANI, LENORA;7208;5427410;OTHER
1263;1988;TEXAS;US PRESIDENT;;270;5427410;OTHER
1264;1988;UTAH;US PRESIDENT;BUSH, GEORGE H.W.;428442;647008;REPUBLICAN
1265;1988;UTAH;US PRESIDENT;DUKAKIS, MICHAEL;207343;647008;DEMOCRAT
1266;1988;UTAH;US PRESIDENT;"PAUL, RONALD """"RON""""";7473;647008;LIBERTARIAN
1267;1988;UTAH;US PRESIDENT;DENNIS, DELMAR;2158;647008;OTHER
1268;1988;UTAH;US PRESIDENT;FULANI, LENORA;455;647008;OTHER
1269;1988;UTAH;US PRESIDENT;LAROUCHE, LYNDON, JR.;427;647008;OTHER
1270;1988;UTAH;US PRESIDENT;YOUNGKEIT, LOUIE G.;372;647008;OTHER
1271;1988;UTAH;US PRESIDENT;"WARREN, JAMES """"MAC""""";209;647008;OTHER
1272;1988;UTAH;US PRESIDENT;KENOYER, WILLA;129;647008;OTHER
1273;1988;VERMONT;US PRESIDENT;BUSH, GEORGE H.W.;124331;243328;REPUBLICAN
1274;1988;VERMONT;US PRESIDENT;DUKAKIS, MICHAEL;115775;243328;DEMOCRAT
1275;1988;VERMONT;US PRESIDENT;SCATTERING;1134;243328;OTHER
1276;1988;VERMONT;US PRESIDENT;"PAUL, RONALD """"RON""""";1000;243328;LIBERTARIAN
1277;1988;VERMONT;US PRESIDENT;LAROUCHE, LYNDON, JR.;275;243328;OTHER
1278;1988;VERMONT;US PRESIDENT;FULANI, LENORA;205;243328;OTHER
1279;1988;VERMONT;US PRESIDENT;DUKE, DAVID;189;243328;OTHER
1280;1988;VERMONT;US PRESIDENT;HERBERG G., LEWIN;164;243328;OTHER
1281;1988;VERMONT;US PRESIDENT;KENOYER, WILLA;142;243328;OTHER
1282;1988;VERMONT;US PRESIDENT;"WARREN, JAMES """"MAC""""";113;243328;OTHER
1283;1988;VIRGINIA;US PRESIDENT;BUSH, GEORGE H.W.;1309162;2191609;REPUBLICAN
1284;1988;VIRGINIA;US PRESIDENT;DUKAKIS, MICHAEL;859799;2191609;DEMOCRAT
1285;1988;VIRGINIA;US PRESIDENT;FULANI, LENORA;14312;2191609;OTHER
1286;1988;VIRGINIA;US PRESIDENT;"PAUL, RONALD """"RON""""";8336;2191609;LIBERTARIAN
1287;1988;WASHINGTON;US PRESIDENT;DUKAKIS, MICHAEL;933516;1865253;DEMOCRAT
1288;1988;WASHINGTON;US PRESIDENT;BUSH, GEORGE H.W.;903835;1865253;REPUBLICAN
1289;1988;WASHINGTON;US PRESIDENT;"PAUL, RONALD """"RON""""";17240;1865253;LIBERTARIAN
1290;1988;WASHINGTON;US PRESIDENT;LAROUCHE, LYNDON, JR.;4412;1865253;OTHER
1291;1988;WASHINGTON;US PRESIDENT;FULANI, LENORA;3520;1865253;OTHER
1292;1988;WASHINGTON;US PRESIDENT;HOLMES, LARRY;1440;1865253;OTHER
1293;1988;WASHINGTON;US PRESIDENT;"WARREN, JAMES """"MAC""""";1290;1865253;OTHER
1294;1988;WEST VIRGINIA;US PRESIDENT;DUKAKIS, MICHAEL;341016;653311;DEMOCRAT
1295;1988;WEST VIRGINIA;US PRESIDENT;BUSH, GEORGE H.W.;310065;653311;REPUBLICAN
1296;1988;WEST VIRGINIA;US PRESIDENT;FULANI, LENORA;2230;653311;OTHER
1297;1988;WISCONSIN;US PRESIDENT;DUKAKIS, MICHAEL;1126794;2191608;DEMOCRAT
1298;1988;WISCONSIN;US PRESIDENT;BUSH, GEORGE H.W.;1047499;2191608;REPUBLICAN
1299;1988;WISCONSIN;US PRESIDENT;;15042;2191608;OTHER
1300;1988;WISCONSIN;US PRESIDENT;SCATTERING;2273;2191608;OTHER
1301;1988;WYOMING;US PRESIDENT;BUSH, GEORGE H.W.;106867;176551;REPUBLICAN
1302;1988;WYOMING;US PRESIDENT;DUKAKIS, MICHAEL;67113;176551;DEMOCRAT
1303;1988;WYOMING;US PRESIDENT;"PAUL, RONALD """"RON""""";2026;176551;LIBERTARIAN
1304;1988;WYOMING;US PRESIDENT;FULANI, LENORA;545;176551;OTHER
1305;1992;ALABAMA;US PRESIDENT;BUSH, GEORGE H.W.;804283;1688060;REPUBLICAN
1306;1992;ALABAMA;US PRESIDENT;CLINTON, BILL;690080;1688060;DEMOCRAT
1307;1992;ALABAMA;US PRESIDENT;PEROT, ROSS;183109;1688060;OTHER
1308;1992;ALABAMA;US PRESIDENT;MARROU, ANDRE;5737;1688060;LIBERTARIAN
1309;1992;ALABAMA;US PRESIDENT;OTHER;4128;1688060;OTHER
1310;1992;ALABAMA;US PRESIDENT;;723;1688060;OTHER
1311;1992;ALASKA;US PRESIDENT;BUSH, GEORGE H.W.;102000;258506;REPUBLICAN
1312;1992;ALASKA;US PRESIDENT;CLINTON, BILL;78294;258506;DEMOCRAT
1313;1992;ALASKA;US PRESIDENT;PEROT, ROSS;73481;258506;OTHER
1314;1992;ALASKA;US PRESIDENT;"GRITZ, JAMES """"BO""""";1379;258506;OTHER
1315;1992;ALASKA;US PRESIDENT;MARROU, ANDRE;1378;258506;LIBERTARIAN
1316;1992;ALASKA;US PRESIDENT;LAROUCHE, LYNDON, JR.;469;258506;OTHER
1317;1992;ALASKA;US PRESIDENT;HAGELIN, JOHN;433;258506;OTHER
1318;1992;ALASKA;US PRESIDENT;PHILLIPS, HOWARD;377;258506;OTHER
1319;1992;ALASKA;US PRESIDENT;;365;258506;OTHER
1320;1992;ALASKA;US PRESIDENT;FULANI, LENORA;330;258506;OTHER
1321;1992;ARIZONA;US PRESIDENT;BUSH, GEORGE H.W.;572086;1486975;REPUBLICAN
1322;1992;ARIZONA;US PRESIDENT;CLINTON, BILL;543050;1486975;DEMOCRAT
1323;1992;ARIZONA;US PRESIDENT;PEROT, ROSS;353741;1486975;OTHER
1324;1992;ARIZONA;US PRESIDENT;"GRITZ, JAMES """"BO""""";8141;1486975;OTHER
1325;1992;ARIZONA;US PRESIDENT;MARROU, ANDRE;6759;1486975;LIBERTARIAN
1326;1992;ARIZONA;US PRESIDENT;HAGELIN, JOHN;2267;1486975;OTHER
1327;1992;ARIZONA;US PRESIDENT;FULANI, LENORA;923;1486975;OTHER
1328;1992;ARIZONA;US PRESIDENT;;8;1486975;OTHER
1329;1992;ARKANSAS;US PRESIDENT;CLINTON, BILL;505823;950653;DEMOCRAT
1330;1992;ARKANSAS;US PRESIDENT;BUSH, GEORGE H.W.;337324;950653;REPUBLICAN
1331;1992;ARKANSAS;US PRESIDENT;PEROT, ROSS;99132;950653;OTHER
1332;1992;ARKANSAS;US PRESIDENT;OTHER;8374;950653;OTHER
1333;1992;CALIFORNIA;US PRESIDENT;CLINTON, BILL;5121325;11131721;DEMOCRAT
1334;1992;CALIFORNIA;US PRESIDENT;BUSH, GEORGE H.W.;3630574;11131721;REPUBLICAN
1335;1992;CALIFORNIA;US PRESIDENT;PEROT, ROSS;2296006;11131721;OTHER
1336;1992;CALIFORNIA;US PRESIDENT;MARROU, ANDRE;48139;11131721;LIBERTARIAN
1337;1992;CALIFORNIA;US PRESIDENT;DANIELS, RON;18597;11131721;OTHER
1338;1992;CALIFORNIA;US PRESIDENT;PHILLIPS, HOWARD;12711;11131721;OTHER
1339;1992;CALIFORNIA;US PRESIDENT;;4369;11131721;OTHER
1340;1992;COLORADO;US PRESIDENT;CLINTON, BILL;629681;1569180;DEMOCRAT
1341;1992;COLORADO;US PRESIDENT;BUSH, GEORGE H.W.;562850;1569180;REPUBLICAN
1342;1992;COLORADO;US PRESIDENT;PEROT, ROSS;366010;1569180;OTHER
1343;1992;COLORADO;US PRESIDENT;MARROU, ANDRE;8669;1569180;LIBERTARIAN
1344;1992;COLORADO;US PRESIDENT;FULANI, LENORA;1608;1569180;OTHER
1345;1992;COLORADO;US PRESIDENT;"GRITZ, JAMES """"BO""""";274;1569180;OTHER
1346;1992;COLORADO;US PRESIDENT;HAGELIN, JOHN;47;1569180;OTHER
1347;1992;COLORADO;US PRESIDENT;PROHIBITION;21;1569180;OTHER
1348;1992;COLORADO;US PRESIDENT;UNAFFILIATED;20;1569180;OTHER
1349;1992;CONNECTICUT;US PRESIDENT;CLINTON, BILL;682318;1616156;DEMOCRAT
1350;1992;CONNECTICUT;US PRESIDENT;BUSH, GEORGE H.W.;578313;1616156;REPUBLICAN
1351;1992;CONNECTICUT;US PRESIDENT;PEROT, ROSS;348771;1616156;OTHER
1352;1992;CONNECTICUT;US PRESIDENT;MARROU, ANDRE;5391;1616156;LIBERTARIAN
1353;1992;CONNECTICUT;US PRESIDENT;FULANI, LENORA;1363;1616156;OTHER
1354;1992;DELAWARE;US PRESIDENT;CLINTON, BILL;126054;289620;DEMOCRAT
1355;1992;DELAWARE;US PRESIDENT;BUSH, GEORGE H.W.;102313;289620;REPUBLICAN
1356;1992;DELAWARE;US PRESIDENT;PEROT, ROSS;59213;289620;OTHER
1357;1992;DELAWARE;US PRESIDENT;FULANI, LENORA;1105;289620;OTHER
1358;1992;DELAWARE;US PRESIDENT;MARROU, ANDRE;935;289620;LIBERTARIAN
1359;1992;DISTRICT OF COLUMBIA;US PRESIDENT;CLINTON, BILL;192619;227572;DEMOCRAT
1360;1992;DISTRICT OF COLUMBIA;US PRESIDENT;BUSH, GEORGE H.W.;20698;227572;REPUBLICAN
1361;1992;DISTRICT OF COLUMBIA;US PRESIDENT;PEROT, ROSS;9681;227572;OTHER
1362;1992;DISTRICT OF COLUMBIA;US PRESIDENT;FULANI, LENORA;1459;227572;OTHER
1363;1992;DISTRICT OF COLUMBIA;US PRESIDENT;DANIELS, RONALD;1446;227572;OTHER
1364;1992;DISTRICT OF COLUMBIA;US PRESIDENT;;676;227572;OTHER
1365;1992;DISTRICT OF COLUMBIA;US PRESIDENT;MARROU, ANDRE;467;227572;LIBERTARIAN
1366;1992;DISTRICT OF COLUMBIA;US PRESIDENT;HAGELIN, JOHN;230;227572;OTHER
1367;1992;DISTRICT OF COLUMBIA;US PRESIDENT;OTHER;191;227572;OTHER
1368;1992;DISTRICT OF COLUMBIA;US PRESIDENT;OTHER;105;227572;OTHER
1369;1992;FLORIDA;US PRESIDENT;BUSH, GEORGE H.W.;2173310;5313392;REPUBLICAN
1370;1992;FLORIDA;US PRESIDENT;CLINTON, BILL;2071698;5313392;DEMOCRAT
1371;1992;FLORIDA;US PRESIDENT;PEROT, ROSS;1053067;5313392;OTHER
1372;1992;FLORIDA;US PRESIDENT;MARROU, ANDRE;15079;5313392;LIBERTARIAN
